REF_DATE,GEO,DGUID,Vehicle type,Origin of manufacture,Sales,Seasonal adjustment,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2000-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,167225,,,,0
2000-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,131265,,,TRUE,0
2000-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,160649,,,,0
2000-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,132642,,,TRUE,0
2000-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,128960,,,,0
2000-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,132644,,,TRUE,0
2000-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,141733,,,,0
2000-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,138255,,,TRUE,0
2000-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,146361,,,,0
2000-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,142904,,,TRUE,0
2000-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,112936,,,,0
2000-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,126789,,,TRUE,0
2000-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,117609,,,,0
2000-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,127014,,,TRUE,0
2000-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,116162,,,,0
2000-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,127180,,,TRUE,0
2001-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,96791,,,,0
2001-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,127673,,,TRUE,0
2001-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,89159,,,,0
2001-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,124886,,,TRUE,0
2001-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,143189,,,,0
2001-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,127006,,,TRUE,0
2001-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,150179,,,,0
2001-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,132959,,,TRUE,0
2001-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,169058,,,,0
2001-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,131584,,,TRUE,0
2001-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,161079,,,,0
2001-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,132671,,,TRUE,0
2001-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,130499,,,,0
2001-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,132304,,,TRUE,0
2001-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,139030,,,,0
2001-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,133928,,,TRUE,0
2001-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,127045,,,,0
2001-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,129589,,,TRUE,0
2001-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,124217,,,,0
2001-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,134355,,,TRUE,0
2001-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,131917,,,,0
2001-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,144645,,,TRUE,0
2001-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,135801,,,,0
2001-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,146363,,,TRUE,0
2002-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,112105,,,,0
2002-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,147881,,,TRUE,0
2002-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,103981,,,,0
2002-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,144654,,,TRUE,0
2002-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,150286,,,,0
2002-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,139481,,,TRUE,0
2002-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,167558,,,,0
2002-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,143028,,,TRUE,0
2002-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,186313,,,,0
2002-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,145596,,,TRUE,0
2002-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,168305,,,,0
2002-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,142628,,,TRUE,0
2002-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,141101,,,,0
2002-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,140366,,,TRUE,0
2002-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,150865,,,,0
2002-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,145562,,,TRUE,0
2002-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,144297,,,,0
2002-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,145348,,,TRUE,0
2002-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,137951,,,,0
2002-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,147192,,,TRUE,0
2002-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,127244,,,,0
2002-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,141460,,,TRUE,0
2002-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,143312,,,,0
2002-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,150122,,,TRUE,0
2003-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,95477,,,,0
2003-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,137838,,,TRUE,0
2003-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,105391,,,,0
2003-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,145924,,,TRUE,0
2003-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,148922,,,,0
2003-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,138937,,,TRUE,0
2003-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,152967,,,,0
2003-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,126908,,,TRUE,0
2003-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,185419,,,,0
2003-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,141873,,,TRUE,0
2003-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,149816,,,,0
2003-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,131646,,,TRUE,0
2003-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,148957,,,,0
2003-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,140606,,,TRUE,0
2003-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,145108,,,,0
2003-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,136735,,,TRUE,0
2003-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,141988,,,,0
2003-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,138352,,,TRUE,0
2003-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,124427,,,,0
2003-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,131991,,,TRUE,0
2003-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,115126,,,,0
2003-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,129088,,,TRUE,0
2003-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,112870,,,,0
2003-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,126569,,,TRUE,0
2004-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,85238,,,,0
2004-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,127150,,,TRUE,0
2004-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,94777,,,,0
2004-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,128955,,,TRUE,0
2004-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,149605,,,,0
2004-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,134972,,,TRUE,0
2004-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,160195,,,,0
2004-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,135152,,,TRUE,0
2004-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,166136,,,,0
2004-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,132520,,,TRUE,0
2004-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,154134,,,,0
2004-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,129082,,,TRUE,0
2004-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,136563,,,,0
2004-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,128155,,,TRUE,0
2004-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,136187,,,,0
2004-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,130197,,,TRUE,0
2004-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,130699,,,,0
2004-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,128290,,,TRUE,0
2004-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,123552,,,,0
2004-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,134978,,,TRUE,0
2004-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,120287,,,,0
2004-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,134371,,,TRUE,0
